id,hip,hd,hr,gl,bf,proper,ra,dec,dist,mag,absmag,spect,ci,bayer,flam,con,lum
35309,35406,57219,2790,,,,7.310607,-36.742735,232.0186,5.11,-1.718,A0V,-0.17,,,Pup,423.8381057744
35315,35412,57060,2781,,,,7.311216,-24.558701,584.7953,4.88,-3.955,O7f,-0.16,,29,CMa,3326.5955329401
35317,35415,57061,2782,,Tau CMa,,7.311802,-24.954375,917.4312,4.37,-5.443,O9Ib,-0.132,Tau,30,CMa,13097.8496239968
35330,35427,57146,2786,,,,7.314243,-26.585854,384.6154,5.29,-2.635,G2II,0.956,,,CMa,986.2794856312
35379,35476,56989,2778,,,,7.322881,2.740694,195.3125,5.9,-0.554,G9III,1.069,,,CMi,145.0774789089
35390,35487,57167,2788,,,,7.324494,-16.395244,42.7716,5.7,2.544,F2III/IV,0.346,,,CMa,8.3637299158
35412,35509,57006,2779,,,,7.329901,7.142947,53.3049,5.91,2.276,F8V,0.537,,,CMi,10.7053285383
35453,35550,56986,2777,Gl 271A,Del Gem,,7.335383,21.98232,18.5391,3.5,2.16,F0IV...,0.374,Del,55,Gem,11.9124200803
35467,35564,57852,2813,,,,7.339288,-52.311524,31.7158,5.5,2.994,F2,0.483,,,Car,5.5258615563
35490,35589,57917,2815,,,,7.344114,-52.085924,147.2754,5.38,-0.461,B9V,-0.069,,,Car,133.168037627
35517,35615,57478,2796,,,,7.349524,-14.360489,184.8429,5.59,-0.744,G8/K0III,0.971,,,CMa,172.822387295
35528,35626,57615,2802,,,,7.351204,-25.891643,196.0784,5.87,-0.592,M3III,1.604,,,CMa,150.2449902999
35545,35643,56963,2776,,,,7.354864,45.2282,35.4862,5.74,2.99,A7s,0.342,,,Lyn,5.5462571296
35601,35699,57423,2795,,,,7.365795,20.443658,135.8696,5.09,-0.576,M0III,1.528,,56,Gem,148.0471324898
35611,35710,57264,2793,,,,7.367397,36.760584,72.3589,5.12,0.823,K0III,1.082,,65,Aur,40.8131391597
35614,35712,57608,2801,,,,7.367633,0.177121,500,5.99,-2.505,B8III,-0.069,,,CMi,874.9837752274
35628,35727,57821,2812,,,,7.370425,-19.0166,147.4926,4.94,-0.904,B5II/III,-0.039,,,CMa,200.2626690341
35651,35749,57749,2811,,,,7.373719,-5.982829,229.3578,5.83,-0.973,F3IV,0.352,,,Mon,213.4027442849
35686,35785,57103,2784,,,,7.381127,55.281392,100000,5.8,-14.2,B8V,-0.078,,19,Lyn,41686938.3470335
35697,35795,58155,2819,,,,7.383527,-31.923781,406.5041,5.4,-2.645,B3V,-0.161,,,CMa,995.4054173515
35749,35846,57727,2808,,,,7.391254,25.050531,48.7329,5.04,1.601,G8III,0.902,,57,Gem,19.934254565
35750,35848,58215,2822,,,,7.391386,-27.834294,189.0359,5.37,-1.013,K4III,1.539,,,CMa,221.4114112091
35757,35855,58286,2823,,,,7.392193,-32.202067,340.1361,5.41,-2.248,B2/B3II/III,-0.169,,,CMa,690.5577442197
35806,35904,58350,2827,,Eta CMa,Aludra,7.401584,-29.303104,609.7561,2.45,-6.476,B5Ia,-0.083,Eta,31,CMa,33915.6386905822
35809,35907,57669,2805,,,,7.402352,40.672389,370.3704,5.23,-2.613,K0III,1.249,,66,Aur,966.4958643142
35843,35941,57927,2816,,,,7.409292,27.637857,57.4053,5.77,1.975,F0:III:,0.368,,59,Gem,14.1253754462
35853,35951,58343,2825,,,,7.411163,-16.201473,287.3563,5.18,-2.112,B2Vne,-0.035,,,CMa,609.2562597497
35859,35957,58535,2834,,,,7.412182,-31.808905,202.4291,5.35,-1.181,K1III,1.071,,,CMa,258.463963577
35884,35984,57646,2804,,,,7.415857,51.887258,317.4603,5.8,-1.708,K5III,1.61,,,Lyn,419.9523346641
35888,35987,58187,2820,,,,7.416161,11.669524,96.9932,5.37,0.436,A5IV,0.105,,1,CMi,58.2907978867
35899,35998,58461,2832,,,,7.418977,-13.751978,35.6379,5.79,3.03,F3V,0.432,,,CMa,5.345643594
35924,36024,58612,2841,,,,7.423686,-25.217767,432.9004,5.79,-2.392,B5III,-0.103,,,CMa,788.4969177454
35939,36039,60816,2919,,Eps Men,,7.42727,-79.094188,143.0615,5.54,-0.238,K2/K3III,1.281,Eps,,Men,108.4426195767
35941,36041,58367,2828,,Eps CMi,,7.427471,9.276097,319.4888,4.99,-2.532,G8III,0.991,Eps,2,CMi,897.0156084148
35946,36046,58207,2821,,Iot Gem,,7.428779,27.79808,36.9004,3.78,0.945,G9III+...,1.024,Iot,60,Gem,36.4753946926
35955,36055,58526,2833,,,,7.430889,-5.774961,371.7472,5.98,-1.871,CIb...,0.901,,,Mon,487.9777272865
36013,36114,59219,2862,,,,7.439403,-51.018481,185.5288,5.09,-1.252,K0III,1.038,,,Car,275.9306855818
36042,36143,59026,2856,,,,7.44513,-34.140692,316.4557,5.9,-1.602,B4V,-0.153,,,Pup,380.8903764981
36044,36145,58142,2818,,,,7.445237,49.211527,83.8926,4.61,-0.009,A1V,-0.001,,21,Lyn,87.8213279898
36055,36156,58579,2837,,,,7.448981,20.257557,136.9863,5.94,0.257,F2Vn,0.336,,61,Gem,68.738491959
36067,36168,58978,2855,,,,7.449856,-23.086023,383.1418,5.65,-2.267,B1II,-0.134,,,CMa,702.7486176561
36085,36186,58954,2853,,,,7.452219,-17.864861,92.3361,5.6,0.773,F2V,0.314,,,CMa,42.7366031497
36087,36188,58715,2845,,Bet CMi,Gomeisa,7.452512,8.289315,49.5786,2.89,-0.586,B8Vvar,-0.097,Bet,3,CMi,149.4169957407
36134,36236,59136,2860,,,,7.461927,-22.859199,295.858,5.98,-1.375,B5III,-0.088,,,Pup,309.0295432514
36136,36238,58728,2846,,,,7.462324,21.445247,32.0205,5.2,2.673,F5IV-V...,0.455,,63,Gem,7.4267704371
36149,36251,59067,2859,,,,7.46435,-11.556867,485.4369,5.79,-2.641,B8Vv comp VB,0.583,,,CMa,991.7449552314
36156,36258,59256,2863,,,,7.466434,-29.155896,282.4859,5.55,-1.705,B9Vsp...,-0.048,,,Pup,418.7935651179
36163,36265,58923,2851,,Eta CMi,,7.467243,6.941968,97.561,5.22,0.274,F0III,0.221,Eta,5,CMi,67.6705957674
36182,36284,58972,2854,,Gam CMi,,7.469387,8.92553,97.561,4.33,-0.616,K3III SB,1.425,Gam,4,CMi,153.6031068385
36243,36345,59499,2870,,,,7.480876,-31.848401,228.3105,5.95,-0.843,B3V+...,-0.156,,,Pup,189.3215275777
36247,36348,58661,2844,,,,7.480968,48.18393,153.1394,5.7,-0.225,B9MNp...,-0.092,,,Lyn,107.1519305238
36259,36362,59550,2873,,,,7.484699,-31.456216,327.8689,5.78,-1.799,B2IV,-0.185,,,Pup,456.6673896495
36260,36363,59635,2875,,,,7.484916,-38.812065,165.0165,5.41,-0.678,B3V,-0.148,,,Pup,162.6297521013
36263,36366,58946,2852,Gl 274A,Rho Gem,,7.485195,31.78455,18.0473,4.16,2.878,F0V...,0.32,Rho,62,Gem,6.1489363851
36274,36377,59717,2878,,Sig Pup,,7.487179,-43.301432,59.3824,3.25,-0.618,K5III SB,1.509,Sig,,Pup,153.886314982
36285,36388,59311,2865,,,,7.488519,-1.905329,684.9315,5.6,-3.578,K5III,1.493,,,Mon,2350.7151159383
36290,36393,59037,2857,,,,7.489012,28.118275,54.0249,5.07,1.407,A4V,0.12,,64,Gem,23.8341682067
36293,36396,59381,2867,,,,7.489474,-10.326664,396.8254,5.75,-2.243,K5III,1.616,,,Mon,687.3849195903
36296,36399,59380,2866,NN 3443,,,7.490455,-7.551168,27.2405,5.86,3.684,F8V,0.487,,,Mon,2.9268468624
36322,36425,59294,2864,,,,7.496606,12.006564,175.4386,4.55,-1.671,K2III,1.276,,6,CMi,405.8821946619
36326,36429,59148,2861,,,,7.49688,27.916146,148.368,5.01,-0.847,K2III,1.117,,65,Gem,190.0203002577
36328,36431,59612,2874,,,,7.497615,-23.024287,952.381,4.85,-5.044,A6Ib/II,0.243,,,Pup,9069.8478150579
36336,36439,58855,2849,Wo 9234,,,7.498867,49.672463,20.2388,5.35,3.819,F6V,0.47,,22,Lyn,2.5846396358
36341,36444,60060,2884,,,,7.499925,-52.651157,110.3753,5.87,0.656,K0III,1.01,,,Car,47.5992379667
36393,36496,60228,2892,,,,7.508587,-54.399365,145.5604,5.95,0.135,M1III,1.585,,,Car,76.9130440287
36412,36514,59890,2881,,,,7.511834,-30.962281,460.8295,4.65,-3.668,G2Ib...,0.904,,,Pup,2553.8771357793
36425,36528,58425,2830,,,,7.514638,68.465621,137.5516,5.63,-0.062,K2III,1.1,,,Cam,92.2146665124
36444,36547,55966,2742,,,,7.517911,82.411466,153.1394,4.92,-1.005,M4IIIa,1.633,,,Cam,219.7859872785
36512,36616,59686,2877,,,,7.53011,17.086046,96.8992,5.45,0.518,K2III,1.126,,,Gem,54.0505353709
36536,36640,59984,2883,NN 3449A,,,7.534934,-8.881326,27.9174,5.9,3.671,F5V,0.54,,,Mon,2.9621019361
36537,36641,59881,2880,,Del 1 Cmi,,7.534986,1.914481,233.1002,5.24,-1.598,F0III,0.23,Del-1,7,CMi,379.4897062076
36615,36721,60345,2900,,,,7.552716,-24.710731,84.5309,5.84,1.205,A3III,0.156,,,Pup,28.7078058202
36617,36723,60111,2887,,Del 2 Cmi,,7.553241,3.290379,41.7537,5.59,2.487,F2V,0.321,Del-2,8,CMi,8.8145470445
36626,36732,60341,2899,,,,7.555434,-19.412525,83.612,5.64,1.029,K0III,1.121,,,Pup,33.7598104855
36654,36760,60107,2886,,,,7.560134,15.826662,129.8701,5.27,-0.298,A1Vn,0.055,,68,Gem,114.6040591137
36667,36773,60414,2902,,,,7.563323,-14.523892,471.6981,4.82,-3.548,A4Ia,1.362,,,Pup,2286.6516029195
36672,36778,60606,2911,,,,7.564179,-36.338392,363.6364,5.42,-2.383,B2Vne,-0.078,,,Pup,781.9878403895
36689,36795,60532,2906,Gl 279,,,7.567551,-22.296067,25.2972,4.44,2.425,F6V,0.521,,,Pup,9.332543008
36706,36812,60357,2901,,Del 3 Cmi,,7.571081,3.371725,176.3668,5.83,-0.402,A0Vnn,-0.018,Del-3,9,CMi,126.1246575318
36711,36817,60584,2909,,,,7.571839,-23.473661,31.6857,5.06,2.556,F6V,0.468,,,Pup,8.2717995186
36742,36848,60666,2916,,,,7.576333,-27.012275,99.2063,5.78,0.797,K1III,1.045,,,Pup,41.8022828954
36744,36850,60179,2891,Gl 278A,Alp Gem,Castor,7.576634,31.888276,15.5958,1.58,0.615,A2Vm,0.034,Alp,66,Gem,49.4310686987
36790,36896,60318,2896,,,,7.585778,30.960924,114.1553,5.34,0.053,K0III,1.01,,,Gem,82.9468695095
36811,36917,60863,2922,,,,7.589694,-28.369323,67.9348,4.65,0.49,B8V,-0.111,,,Pup,55.4625712958
36836,36942,61248,2934,,,,7.594365,-52.533836,120.3369,4.93,-0.472,K3III,1.373,,,Car,134.5240705149
36856,36962,60522,2905,,Ups Gem,,7.598708,26.895741,83.0565,4.06,-0.537,K5III,1.54,Ups,69,Gem,142.8236080019
36875,36981,60855,2921,,,,7.601082,-14.492771,389.1051,5.66,-2.29,B2/3V(n),-0.067,,,Pup,717.7942912714
36916,37023,60437,2903,,,,7.608789,46.180288,168.6341,5.66,-0.475,M0III,1.56,,,Lyn,134.8962882592
36925,37031,60803,2918,,,,7.609641,5.862171,39.3082,5.89,2.918,G0V,0.602,,,CMi,5.9265233524
36930,37036,61068,2928,,,,7.611398,-19.702338,518.1347,5.69,-2.882,B2II,-0.165,,,Pup,1238.226230959
36937,37043,61391,2940,,,,7.6122,-48.830167,142.0455,5.69,-0.072,B9V,-0.037,,,Pup,93.0679183163
36940,37046,60294,2894,,,,7.613067,55.75506,81.6993,5.93,1.369,K2III,1.123,,,Lyn,24.683116897
36982,37088,61064,2927,,,,7.621303,-4.110979,67.5219,5.14,0.993,F6III,0.442,,25,Mon,34.8979567438
36990,37096,61330,2937,,,,7.622809,-34.96853,110.4972,4.53,-0.687,B8IV/V,-0.081,,,Pup,163.9834427627
37034,37140,60652,2914,,,,7.631628,48.773842,77.8816,5.93,1.473,A5m,0.221,,,Lyn,22.4284881587
37067,37173,61429,2944,,,,7.638346,-25.364804,189.7533,4.69,-1.701,B8IV,-0.1,,,Pup,417.2535112318
37068,37174,61715,2957,,,,7.638391,-48.601436,961.5385,5.68,-4.235,F4Iab,0.683,,,Pup,4305.2661049171
37098,37204,60986,2924,,,,7.64246,35.04855,114.0251,5.58,0.295,K0III,0.921,,70,Gem,66.3743070402
37117,37223,61641,2954,,,,7.645528,-36.49683,305.8104,5.78,-1.647,B3III,-0.148,,,Pup,397.0086781122
37124,37229,61555,2948,,,,7.647186,-26.803836,106.2699,3.8,-1.332,B5IV,-0.159,,,Pup,297.0297844018
37159,37265,61110,2930,,Omi Gem,,7.65276,34.584346,50.9944,4.89,1.352,F3III,0.413,Omi,71,Gem,25.0726362478
37173,37279,61421,2943,Gl 280A,Alp CMi,Procyon,7.655033,5.224993,3.5142,0.4,2.671,F5IV-V,0.432,Alp,10,CMi,7.4404636619
37191,37297,61831,2961,,,,7.657595,-38.308021,170.3578,4.84,-1.317,B3V,-0.189,,,Pup,292.9543829769
37194,37300,61338,2938,,,,7.657942,17.674519,161.0306,5.04,-0.995,M0III,1.616,,74,Gem,217.7709772353
37216,37322,61878,2963,,,,7.662171,-38.139287,175.4386,5.73,-0.491,B5V,-0.125,,,Pup,136.8989130701
37223,37329,61899,2964,,,,7.663299,-38.260652,352.1127,5.76,-1.973,B3III,-0.071,,,Pup,536.0434578161
37239,37345,61925,2968,,,,7.666109,-37.579422,429.1845,5.99,-2.173,B4III,-0.04,,,Pup,644.4659847417
37258,37364,61774,2960,,,,7.670425,-19.660861,190.8397,5.92,-0.483,K0III,1.158,,,Pup,135.8939117101
37263,37369,61294,2935,,,,7.67075,38.344539,359.7122,5.77,-2.01,M0III,1.654,,,Lyn,554.6257129579
37273,37379,61772,2959,,,,7.673114,-15.26392,213.2196,4.98,-1.664,K3III,1.543,,,Pup,403.2737929761
37285,37391,51802,2609,,,,7.675295,87.020091,139.6648,5.05,-0.675,M2III,1.604,,,Cep,162.1810097359
37321,37428,61603,2951,,,,7.682922,23.018527,467.2897,5.93,-2.418,K5,1.561,,,Gem,807.606861329
37334,37441,61363,2939,,,,7.686782,48.131533,96.3391,5.58,0.661,K0III,1.011,,,Lyn,47.3805393339
37340,37447,61935,2970,,Alp Mon,,7.687454,-9.551131,45.3104,3.94,0.659,K0III,1.022,Alp,26,Mon,47.4678979483
37343,37450,62226,2981,,,,7.687727,-38.533532,181.8182,5.41,-0.888,B3V,-0.13,,,Pup,197.3331279537
37371,37478,61887,2966,,,,7.693099,3.624779,139.47,5.95,0.228,A0V,-0.032,,,CMi,70.5992357894
37397,37504,63295,3024,,Zet Vol,,7.697004,-72.606098,43.2339,3.93,0.751,K0III,1.033,Zet,,Vol,43.6113971393
37401,37508,61885,2965,,,,7.697735,13.480453,238.6635,5.79,-1.099,M2III,1.669,,,Gem,239.6624529409
37414,37521,61913,2967,,,,7.700894,14.208503,396.8254,5.55,-2.443,M3Sv,1.642,,,Gem,826.4184417158
37483,37590,62412,2988,,,,7.713376,-26.351326,96.8054,5.64,0.711,K1III,0.99,,,Pup,45.2480637856
37498,37606,62644,2998,Gl 284,,,7.715865,-45.173118,24.6731,5.04,3.079,G5IV,0.765,,,Pup,5.1097540905
37502,37609,61497,2946,,,,7.716788,58.71036,81.8331,4.93,0.365,A3IVn,0.104,,24,Lyn,62.2300285169
37516,37623,62578,2994,,,,7.719996,-36.050089,191.9386,5.6,-0.816,B5V,-0.13,,,Pup,184.6715523987
37522,37629,62044,2973,,Sig Gem,,7.721867,28.88351,38.3436,4.23,1.312,K1III SB,1.118,Sig,75,Gem,26.0135725665
37541,37648,62576,2993,,,,7.725663,-28.410885,236.9668,4.63,-2.243,K5III,1.632,,1,Pup,687.3849195903
37557,37664,62713,3002,,,,7.728307,-40.933746,66.5336,5.12,1.005,K1III,1.104,,,Pup,34.5143739336
37570,37677,62623,2996,,,,7.73013,-28.954826,100000,3.94,-16.06,A2Iab,0.16,,3,Pup,231206479.017559
37594,37701,61931,2969,,,,7.734495,50.433794,226.7574,5.31,-1.468,A0IIIn,-0.001,,,Lyn,336.6665743686
37597,37704,62285,2983,,,,7.735254,25.784159,194.5525,5.3,-1.145,K5III,1.535,,76,Gem,250.0345361696
37603,37710,62781,3007,,,,7.736027,-36.062505,42.9553,5.8,2.635,F0IV,0.32,,,Pup,7.6913044029
37633,37740,62345,2985,,Kap Gem,,7.740793,24.397993,43.3463,3.57,0.385,G8III,0.932,Kap,77,Gem,61.0942024906
37644,37751,62747,3004,,,,7.742825,-24.674079,793.6508,5.62,-3.878,B2II,-0.191,,,Pup,3098.8460420121
37645,37752,62893,3011,,,,7.74283,-37.942917,206.1856,5.89,-0.681,B8V,-0.115,,,Pup,163.0797361024
37711,37819,63032,3017,,,,7.754249,-37.968584,347.2222,3.62,-4.083,K4III,1.706,,,Pup,3742.8291224081
37718,37826,62509,2990,Gl 286,Bet Gem,Pollux,7.755277,28.026199,10.3584,1.16,1.084,K0IIIvar,0.991,Bet,78,Gem,32.0922376805
37745,37853,63077,3018,Gl 288A,,,7.759736,-34.172363,15.2091,5.36,4.449,G0V,0.589,,,Pup,1.4467716832
37783,37891,62952,3015,,,,7.765797,-14.563805,72.0981,5.03,0.74,F2V,0.342,,4,Pup,44.0554863507
37793,37901,62902,3014,,,,7.767275,-6.772511,82.1018,5.49,0.918,K5III,1.378,,,Mon,37.3938343643
37800,37908,62721,3003,,,,7.768736,18.510043,104.0583,4.89,-0.196,K5III,1.425,,81,Gem,104.327788146
37807,37915,63215,3022,,,,7.769596,-37.93367,181.1594,5.87,-0.42,B5V,-0.111,,,Pup,128.2330582656
37813,37921,62832,3008,,,,7.771167,10.768252,92.4214,5.25,0.421,A1Vnn,0.018,,11,CMi,59.101703661
37838,37946,62647,2999,,,,7.777577,37.517394,132.8021,5.15,-0.466,M3III,1.588,,,Lyn,133.7827133605
37841,37949,62066,2975,,,,7.777793,65.455676,100.7049,5.93,0.915,K2III:,1.183,,51,Cam,37.4973002245
37887,37995,63271,3023,,,,7.786821,-22.51951,502.5126,5.9,-2.606,B1/B2V,-0.18,,,Pup,960.2846792094
37902,38010,63465,3035,,,,7.790276,-38.511145,323.6246,5.07,-2.48,B2IV/V,-0.112,,,Pup,855.0667128847
37908,38016,62898,3013,,Pi  Gem,,7.791757,33.415697,202.8398,5.14,-1.396,M0III,1.635,Pi,80,Gem,315.0648832972
37912,38020,63578,3037,,,,7.792085,-46.60849,480.7692,5.22,-3.19,B1V,-0.151,,,Pup,1644.3717232149
37941,38048,63336,3029,,,,7.799089,-12.192705,28.5959,5.48,3.198,F5+...,0.478,,5,Pup,4.5793095315
37962,38070,63462,3034,,Omi Pup,,7.801436,-25.937169,434.7826,4.4,-3.791,B1IV:nne,-0.07,Omi,,Pup,2860.2236939543
37981,38089,63744,3046,,,,7.805608,-47.077722,71.2251,4.69,0.427,K0III,1.039,,,Pup,58.7759963681
38038,38146,63660,3043,,,,7.817132,-24.912208,86.2813,5.32,0.64,G2,0.751,,,Pup,48.305880204
38044,38152,64067,3062,,,,7.818533,-56.41036,334.4482,5.57,-2.052,G5II,1.116,,,Car,576.5009137699
38051,38159,63949,3058,,,,7.82024,-46.857717,591.716,5.82,-3.041,B1.5IV,-0.142,,,Pup,1433.5076007281
38052,38160,64185,3070,,,,7.820257,-60.283688,34.5901,5.78,3.085,F1V,0.428,,,Car,5.0815944256
38057,38164,63922,3055,,,,7.820638,-46.373205,505.0505,4.1,-4.417,B0III,-0.16,,,Pup,5090.9636952309
38059,38167,63786,3049,,,,7.820736,-35.243286,158.2278,5.94,-0.056,B9V,-0.051,,,Pup,91.7064749115
38062,38170,63700,3045,,Xi  Pup,,7.821571,-24.859786,367.6471,3.34,-4.487,G6Ia,1.218,Xi,7,Pup,5430.0021306574
38092,38200,63852,3052,,,,7.826502,-33.28895,232.5581,5.61,-1.223,M0III,1.617,,,Pup,268.6581377269
38102,38210,64484,3081,,,,7.828054,-66.195974,150.8296,5.78,-0.112,B9V,-0.04,,,Vol,96.5606098542
38103,38211,63697,3044,,,,7.828111,-17.228408,78.064,5.17,0.708,K3III,1.282,,6,Pup,45.3732616938
38145,38253,63752,3047,,,,7.836271,-9.183441,367.6471,5.6,-2.227,K3III,1.446,,,Mon,677.3295140086
38158,38267,64225,3071,,,,7.839957,-50.509468,75.4717,5.89,1.501,K2III,1.088,,,Pup,21.8574754869
38264,38373,63975,3059,,Zet CMi,,7.861663,1.766868,191.2046,5.12,-1.287,B8II,-0.116,Zet,13,CMi,284.9705627341
38266,38375,64152,3068,,,,7.861952,-21.173662,93.7207,5.62,0.761,K0III,0.956,,,Pup,43.211565447
38273,38382,64096,3064,Gl 291A,,,7.862862,-13.898029,16.5044,5.16,4.072,G2V,0.6,,9,Pup,2.0473872763
38304,38414,64440,3080,,,,7.870288,-40.575786,108.1081,3.71,-1.459,G5III...,1.012,,,Pup,333.8873767251
38313,38423,64379,3079,Gl 292A,,,7.871024,-34.705442,17.9437,5.01,3.74,F3/F5V,0.47,,,Pup,2.7797132678
38317,38427,64238,3073,,,,7.871911,-14.846175,334.4482,5.69,-1.932,F2IV/V,0.368,,10,Pup,516.1786054967
38328,38438,64722,3088,,,,7.874929,-54.367165,409.8361,5.7,-2.363,B1.5IV,-0.151,,,Car,767.714953769
38343,38455,64503,3084,,,,7.877402,-38.862812,198.8072,4.49,-2.002,B2V,-0.188,,,Pup,550.5540984848
38362,38474,64235,3072,,,,7.879961,-5.428257,39.7141,5.76,2.765,F5IVs,0.412,,,Mon,6.8233869414
38386,38497,64572,3085,,,,7.884308,-36.363769,227.7904,5.44,-1.348,K1IIICN...,1.161,,,Pup,301.4393884279
38388,38500,64740,3089,,,,7.884344,-49.613044,232.5581,4.63,-2.203,B1.5Vp,-0.228,,,Pup,662.5215359026
38406,38518,64760,3090,,,,7.888378,-48.102934,507.6142,4.22,-4.308,B0.5Ib,-0.13,,,Pup,4604.6857837857
38426,38538,64145,3067,,Phi Gem,,7.891616,26.765783,68.2128,4.97,0.801,A3V,0.098,Phi,83,Gem,41.6485609341
38480,38593,64802,3091,,,,7.903058,-35.877287,207.9002,5.48,-1.109,B2V,-0.175,,,Pup,241.8800223148
38526,38639,64144,3066,,,,7.911864,47.564596,257.732,5.47,-1.586,K4III,1.462,,26,Lyn,375.3185242379
38542,38656,65273,3105,,,,7.91482,-57.302806,103.4126,5.62,0.547,K3/K4III,1.298,,,Car,52.625956208
38599,38712,64685,3087,,,,7.925398,8.86284,39.0168,5.86,2.904,F2IV,0.369,,,CMi,6.0034375873
38609,38722,64648,3086,,,,7.927749,19.88397,114.8106,5.38,0.08,A0Vs,-0.035,,85,Gem,80.9095899178
38670,38783,65662,3120,,,,7.938514,-60.526436,401.6064,5.74,-2.279,K4II,1.554,,,Car,710.5587633695
38713,38827,65575,3117,,Chi Car,,7.946313,-52.98236,139.47,3.46,-2.262,B3IVp,-0.177,Chi,,Car,699.5197810512
38721,38835,65228,3102,,,,7.94765,-22.880119,160,4.2,-1.821,F7/F8II,0.718,,11,Pup,466.0151117022
38731,38846,65460,3114,,,,7.94939,-43.500411,480.7692,5.36,-3.05,B2.5V,-0.166,,,Pup,1445.4397707459
38734,38848,64960,3095,,,,7.949848,15.790281,142.8571,5.8,0.025,K3III,1.285,,1,Cnc,85.1138038202
38758,38872,65551,3116,,,,7.955118,-44.109859,335.5705,5.08,-2.549,B2.5IV,-0.166,,,Pup,911.1712330429
38788,38901,65456,3113,,,,7.961141,-30.33457,371.7472,4.76,-3.091,A7III,0.151,,,Pup,1501.0667325704
38795,38908,65907,3138,Gl 294A,,,7.962946,-60.303072,16.2048,5.59,4.542,G2V...,0.573,,,Car,1.3280058862
38807,38917,65685,3121,,,,7.964368,-45.577669,89.2061,5.14,0.388,K2III,1.263,,,Pup,60.925625975
38847,38957,65818,3129,,,,7.970678,-49.244912,294.1176,4.47,-2.873,B1Vp + B2,-0.18,,,Pup,1228.0046179888
38852,38962,65345,3110,,,,7.972404,2.224767,74.0741,5.3,0.952,K0III,0.933,,14,CMi,36.24098559
38884,38994,66194,3147,,,,7.98071,-60.824462,322.5806,5.77,-1.773,B2IVnpe,-0.082,,,Car,445.8615279481
38904,39014,65904,3137,,,,7.983835,-45.215844,301.2048,5.98,-1.414,B4V,-0.143,,,Pup,320.3317600853
38913,39023,65699,3123,,,,7.984921,-23.310396,263.8522,5.09,-2.017,G8II,1.111,,12,Pup,558.2130689177
38951,39061,65925,3140,,,,7.991217,-39.296944,55.5556,5.22,1.496,F3V,0.4,,,Pup,21.9583650097
38960,39070,66342,3153,,,,7.993762,-60.587061,301.2048,5.19,-2.204,M0II,1.758,,,Car,663.1320218836
38969,39079,65695,3122,,,,7.995598,-3.679583,84.246,4.93,0.302,K2III,1.205,,27,Mon,65.9477525949
38985,39095,65810,3131,,,,7.997792,-18.399228,73.9645,4.61,0.265,A1V,0.087,,,Pup,68.2338694142
39007,39117,64307,3075,,,,8.003264,73.917919,269.5418,5.37,-1.783,K3III,1.424,,,Cam,449.9870338722
39028,39138,66591,3159,,,,8.005547,-63.567456,153.1394,4.81,-1.115,B3V,-0.173,,,Car,243.2204009074
39066,39177,65759,3128,,,,8.013141,17.308703,243.309,5.6,-1.331,K3III,1.317,,3,Cnc,296.7563358074
39073,39184,66441,3156,,,,8.013875,-54.151275,235.2941,5.87,-0.988,B5Vn,-0.134,,,Car,216.3714721779
39080,39191,65714,3124,,Ome 1 Cnc,,8.01552,25.392836,203.252,5.87,-0.67,G8III:,1.021,Ome-1,2,Cnc,161.4358556826
39100,39211,65953,3141,,,,8.020371,-1.392608,137.931,4.69,-1.008,K4III,1.475,,28,Mon,220.394118181
39102,39213,65900,3136,,,,8.020525,4.879824,94.4287,5.65,0.774,A1V,0.013,,,CMi,42.6972594048
39110,39221,65301,3106,,,,8.022434,59.047398,46.1255,5.78,2.46,F2:V:,0.421,,,Lyn,9.0364947372
39124,39236,65873,3134,,,,8.02508,16.455309,165.5629,5.99,-0.105,B9.5Vn,-0.024,,5,Cnc,95.9400631516
39140,39251,66358,3154,,,,8.027091,-37.28372,175.7469,5.9,-0.324,A3IV,0.147,,,Pup,117.3815932483
39200,39311,66141,3145,,,,8.03776,2.334571,77.8816,4.39,-0.067,K2III,1.252,,,CMi,92.6403100736
39249,39360,66624,3162,,,,8.045774,-41.309828,147.0588,5.52,-0.317,Ap Si,-0.152,,,Pup,116.6272405082
39269,39380,66598,3160,,,,8.051156,-32.463548,144.7178,5.83,0.027,K2/K3III,1.225,,,Pup,84.9571627156
39313,39424,66216,3149,,Chi Gem,,8.058634,27.794332,78.5546,4.94,0.464,K2III,1.13,Chi,,Gem,56.8067574107
39318,39429,66811,3165,,Zet Pup,Naos,8.059737,-40.003148,332.2259,2.21,-5.397,O5IAf,-0.269,Zet,,Pup,12554.5167368714
39376,39487,66888,3170,,,,8.071164,-32.674829,641.0256,5.25,-3.784,M2II,1.882,,,Pup,2841.8424680636
39416,39527,67249,3178,,,,8.078445,-50.590396,363.6364,5.96,-1.843,G5II,1.213,,,Vel,475.5541763152
39427,39538,64486,3082,,,,8.079768,79.479612,99.0099,5.39,0.412,A0p...,-0.04,,,Cam,59.5936519256
39455,39566,67364,3180,,,,8.084363,-53.107921,117.6471,5.52,0.167,K3/K4III,1.347,,,Car,74.6792589931
39456,39567,66664,3163,,,,8.08458,13.118215,65.7895,5.14,1.049,A1V,0.018,,8,Cnc,33.1436245009
39547,39659,66875,3169,,Mu 1 Cnc,,8.10511,22.63549,228.3105,5.96,-0.833,M3III,1.652,Mu-1,9,Cnc,187.5858173799
